Sample_ID	CRT_diag_norm	IRT_diag_norm	RBT_diag_norm	WCT_diag_norm	YCT_diag_norm	CRT_admix	IRT_admix	RBT_admix	WCT_admix	YCT_admix	CRT_ELAI	IRT_ELAI	RBT_ELAI	WCT_ELAI	YCT_ELAI	Mitochondria	RBT_Chr05_norm	WCT_Chr05_norm	YCT_Chr05_norm	RBT_Chr05_1	WCT_Chr05_1	YCT_Chr05_1	RBT_Chr05_2	WCT_Chr05_2	YCT_Chr05_2	Inv1_RBT_RR	Inv2_RBT_RR	RBT_Chr17	WCT_Chr17	YCT_Chr17	RBT_Chr20_norm	WCT_Chr20_norm	YCT_Chr20_norm	RBT_Chr22_norm	WCT_Chr22_norm	YCT_Chr22_norm	RBT_Chr29_norm	WCT_Chr29_norm	YCT_Chr29_norm
EForkYaak_20_051	0.0000	0.9982	0.9982	0.0014	0.0003	0.000011	0.999969	0.99998	0.00001	0.00001	0.000735536	0.997570609	0.998306145	0.001693855	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_052	0.0000	0.9981	0.9981	0.0019	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	3.22E-05	0.999244974	0.999277207	0.000722793	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_053	0.0000	0.9808	0.9808	0.0191	0.0001	0.00001	0.981805	0.981815	0.018175	0.00001	0.000197796	0.980265246	0.980463042	0.019536958	0	RBT	0.51	0.49	0.00	0.51	0.49	0.00	0.51	0.49	0.00	0.74	0.71	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_054	0.0000	0.9981	0.9981	0.0018	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	0	0.997889605	0.997889605	0.002110395	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_055	0.0000	0.9823	0.9823	0.0177	0.0000	0.000011	0.986062	0.986073	0.013917	0.00001	1.71E-05	0.979322503	0.979339577	0.020660423	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_056	0.0000	0.9961	0.9961	0.0038	0.0001	0.000012	0.997669	0.997681	0.002309	0.00001	1.12E-05	0.995550392	0.995561624	0.004438376	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_057	0.0000	0.9966	0.9966	0.0034	0.0000	0.000011	0.997722	0.997733	0.002257	0.00001	0.000845781	0.994537616	0.995383397	0.004616603	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_058	0.0000	0.9978	0.9978	0.0020	0.0002	0.000012	0.999968	0.99998	0.00001	0.00001	0.000633137	0.99838558	0.999018717	0.000981283	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_059	0.0000	0.9988	0.9988	0.0012	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	8.81E-06	0.999333636	0.999342445	0.000657555	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_060	0.0000	0.8841	0.8841	0.1159	0.0001	0.000011	0.880858	0.880869	0.119121	0.00001	8.59E-06	0.870623998	0.870632585	0.129367415	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_061	0.0000	0.9982	0.9982	0.0018	0.0000	0.000012	0.999968	0.99998	0.00001	0.00001	0	0.998383462	0.998383462	0.001616538	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_062	0.0000	0.9972	0.9972	0.0028	0.0000	0.00057	0.99941	0.99998	0.00001	0.00001	9.15E-07	0.995830978	0.995831893	0.004168107	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_063	0.0000	0.9923	0.9923	0.0077	0.0001	0.000012	0.993975	0.993987	0.006003	0.00001	1.24E-05	0.991650399	0.991662842	0.008337158	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_064	0.0000	0.9984	0.9984	0.0015	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	1.80E-06	0.998425714	0.998427513	0.001572487	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_065	0.0000	0.8522	0.8522	0.1477	0.0001	0.000011	0.848085	0.848096	0.151894	0.00001	0.001470003	0.832361628	0.833831632	0.166168368	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.50	0.50	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_066	0.0000	0.9917	0.9917	0.0082	0.0001	0.00001	0.992493	0.992503	0.007487	0.00001	0.000929122	0.987505508	0.98843463	0.01156537	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_067	0.0000	0.9996	0.9996	0.0004	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000199095	0.998868162	0.999067257	0.000932743	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_068	0.0000	0.9979	0.9979	0.0020	0.0001	0.000012	0.999968	0.99998	0.00001	0.00001	1.83E-07	0.997920342	0.997920525	0.002079475	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_069	0.0000	0.7978	0.7978	0.2022	0.0000	0.000011	0.797433	0.797444	0.202546	0.00001	0.001033089	0.786467739	0.787500829	0.212499171	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.52	0.48	0.00	0.50	0.50	0.00	0.51	0.49	0.00	1.00	0.00	0.00
EForkYaak_20_070	0.0000	0.9985	0.9985	0.0013	0.0002	0.000011	0.999969	0.99998	0.00001	0.00001	0.000321649	0.99687591	0.99719756	0.00280244	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_071	0.0000	0.9990	0.9990	0.0009	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	0	0.998836182	0.998836182	0.001163818	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_072	0.0000	0.9930	0.9930	0.0070	0.0000	0.000011	0.994162	0.994173	0.005817	0.00001	0.000309902	0.989384019	0.989693921	0.010306079	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_073	0.0000	0.9991	0.9991	0.0007	0.0001	0.000012	0.999968	0.99998	0.00001	0.00001	2.12E-05	0.997937705	0.997958936	0.002041064	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_074	0.0000	0.9988	0.9988	0.0012	0.0000	0.000012	0.999968	0.99998	0.00001	0.00001	0.001334218	0.996257498	0.997591716	0.002408284	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_075	0.0000	0.9969	0.9969	0.0031	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.00010689	0.997455851	0.997562741	0.002437259	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_076	0.0000	0.9980	0.9980	0.0020	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	4.05E-05	0.998105258	0.998145765	0.001854235	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_077	0.0000	0.9975	0.9975	0.0025	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	3.42E-05	0.997594919	0.997629132	0.002370868	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_078	0.0000	0.9994	0.9994	0.0006	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	3.62E-06	0.998157994	0.998161609	0.001838391	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_079	0.0000	0.9978	0.9978	0.0022	0.0000	0.000012	0.998668	0.99868	0.00131	0.00001	0.000238447	0.998022981	0.998261428	0.001738572	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_080	0.0000	0.9991	0.9991	0.0007	0.0002	0.000011	0.999969	0.99998	0.00001	0.00001	0.001378028	0.998167777	0.999545806	0.000454194	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_081	0.0000	0.9984	0.9984	0.0015	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	0.000693639	0.998035824	0.998729463	0.001270537	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_082	0.0000	0.9984	0.9984	0.0016	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000111629	0.996605874	0.996717504	0.003282496	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_083	0.0000	0.9976	0.9976	0.0023	0.0001	0.000012	0.999968	0.99998	0.00001	0.00001	0.001457046	0.994994439	0.996451485	0.003548515	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_084	0.0000	0.9974	0.9974	0.0026	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000283697	0.995849261	0.996132958	0.003867042	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_085	0.0000	0.9982	0.9982	0.0018	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	8.52E-05	0.997067904	0.997153126	0.002846874	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_086	0.0000	0.9980	0.9980	0.0020	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000285754	0.997452581	0.997738336	0.002261664	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_087	0.0000	0.9807	0.9807	0.0193	0.0000	0.000011	0.982669	0.98268	0.017311	0.00001	4.39E-06	0.97552768	0.975532065	0.024467935	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.50	0.50	0.00
EForkYaak_20_088	0.0000	0.9982	0.9982	0.0018	0.0000	0.000012	0.999968	0.99998	0.00001	0.00001	0.000960226	0.996600434	0.997560661	0.002439339	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_089	0.0000	0.9992	0.9992	0.0008	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000255493	0.998025704	0.998281196	0.001718804	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_090	0.0000	0.9982	0.9982	0.0018	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	5.79E-05	0.997125075	0.997182939	0.002817061	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_091	0.0000	0.9980	0.9980	0.0020	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000216118	0.997001379	0.997217497	0.002782503	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_092	0.0000	0.8354	0.8354	0.1644	0.0001	0.000011	0.83261	0.832621	0.167369	0.00001	0	0.821033632	0.821033632	0.178966368	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.50	0.50	0.00	0.51	0.49	0.00	1.00	0.00	0.00
EForkYaak_20_093	0.0000	0.9982	0.9982	0.0017	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	9.33E-05	0.999031532	0.999124867	0.000875133	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_094	0.0000	0.9977	0.9977	0.0023	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000391619	0.997329636	0.997721255	0.002278745	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_095	0.0000	0.8716	0.8716	0.1283	0.0001	0.000011	0.860812	0.860823	0.139167	0.00001	0.000320564	0.831419791	0.831740355	0.168259645	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.50	0.50	0.00	1.00	0.00	0.00	0.52	0.48	0.00	1.00	0.00	0.00
EForkYaak_20_096	0.0000	0.9995	0.9995	0.0005	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000837162	0.998073562	0.998910724	0.001089276	0.00E+00	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_097	0.0000	0.9981	0.9981	0.0019	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000266326	0.998370517	0.998636843	0.001363157	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_098	0.0000	0.9981	0.9981	0.0018	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	4.08E-05	0.997630424	0.997671187	0.002328813	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_099	0.0000	0.9979	0.9979	0.0021	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.00016503	0.99667083	0.996835861	0.003164139	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_100	0.0000	0.9917	0.9917	0.0081	0.0001	0.000011	0.998601	0.998612	0.001378	0.00001	0.000746775	0.993427635	0.994174409	0.005825591	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EForkYaak_20_101	0.0000	0.9909	0.9909	0.0091	0.0000	0.000011	0.9914	0.991411	0.008579	0.00001	0.000746799	0.987432209	0.988179009	0.011820991	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_001	0.0000	0.9244	0.9244	0.0756	0.0000	0.000011	0.92328	0.923291	0.076699	0.00001	0.00016652	0.913895526	0.914062046	0.085937954	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.50	0.50	0.00	1.00	0.00	0.00	0.50	0.50	0.00	1.00	0.00	0.00
EFYaak_21_002	0.0000	0.9978	0.9978	0.0022	0.0000	0.000011	0.999338	0.999349	0.000641	0.00001	0.000516811	0.997510431	0.998027242	0.001972758	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_003	0.0000	0.9940	0.9940	0.0058	0.0001	0.000011	0.997747	0.997758	0.002232	0.00001	0.000209672	0.99471117	0.994920841	0.005079159	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_004	0.0000	0.9978	0.9978	0.0021	0.0001	0.000012	0.999968	0.99998	0.00001	0.00001	0.000153797	0.998344084	0.998497881	0.001502119	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_005	0.0000	0.9986	0.9986	0.0014	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000337828	0.996826029	0.997163858	0.002836142	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_006	0.0000	0.9936	0.9936	0.0062	0.0001	0.000011	0.995007	0.995018	0.004972	0.00001	0.001120648	0.991121797	0.992242445	0.007757555	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_007	0.0000	0.9986	0.9986	0.0014	0.0000	0.000012	0.999968	0.99998	0.00001	0.00001	0	0.997757923	0.997757923	0.002242077	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_008	0.0000	0.9965	0.9965	0.0034	0.0001	0.000011	0.998086	0.998097	0.001893	0.00001	0.001335558	0.994943204	0.996278762	0.003721238	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_009	0.0000	0.8986	0.8986	0.1011	0.0003	0.000011	0.893003	0.893014	0.106976	0.00001	0.000579118	0.888917203	0.889496322	0.110503678	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_010	0.0000	0.9982	0.9982	0.0018	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000364614	0.996926975	0.99729159	0.00270841	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_011	0.0000	0.9979	0.9979	0.0021	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000167614	0.998386665	0.998554279	0.001445721	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_012	0.0000	0.9876	0.9876	0.0124	0.0000	0.000011	0.987895	0.987906	0.012084	0.00001	0.000410465	0.985541699	0.985952163	0.014047837	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_013	0.0000	0.9974	0.9974	0.0026	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	3.45E-05	0.996968671	0.997003169	0.002996831	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_014	0.0000	0.9980	0.9980	0.0020	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000114081	0.998805775	0.998919857	0.001080143	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_015	0.0000	0.9984	0.9984	0.0015	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	0	0.99761652	0.99761652	0.00238348	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_016	0.0000	0.9983	0.9983	0.0016	0.0001	0.000011	0.999969	0.99998	0.00001	0.00001	0.00023671	0.998429143	0.998665854	0.001334146	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_017	0.0000	0.9993	0.9993	0.0007	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000147788	0.998291872	0.99843966	0.00156034	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_018	0.0000	0.9874	0.9874	0.0124	0.0001	0.000011	0.989114	0.989125	0.010865	0.00001	0.000219766	0.986845105	0.987064871	0.012935129	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_019	0.0000	0.9857	0.9857	0.0141	0.0001	0.000011	0.985975	0.985986	0.014004	0.00001	7.75E-05	0.981683649	0.98176119	0.01823881	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_020	0.0000	0.9981	0.9981	0.0019	0.0000	0.000011	0.999969	0.99998	0.00001	0.00001	0.000619686	0.998278827	0.998898513	0.001101487	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_021	0.0000	0.9980	0.9980	0.0020	0.0000	0.000012	0.999968	0.99998	0.00001	0.00001	0.000273704	0.997304177	0.997577881	0.002422119	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_022	0.0000	0.9987	0.9987	0.0013	0.0000	0.000012	0.999968	0.99998	0.00001	0.00001	0.000367825	0.99788949	0.998257315	0.001742685	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
EFYaak_21_023	0.0000	0.9984	0.9984	0.0016	0.0000	0.000012	0.999969	0.999981	0.00001	0.00001	0.000192256	0.997326219	0.997518476	0.002481524	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
